user,item,ts
0,0,0.0
0,1,0.00019675925925925926
0,2,0.0005092592592592592
0,3,0.0008217592592592593
0,4,0.0015393518518518519
0,5,0.001990740740740741
0,6,0.001990740740740741
0,7,0.0022569444444444442
0,8,0.002627314814814815
0,9,0.0032175925925925926
0,10,0.004293981481481481
0,11,0.00474537037037037
0,12,0.006412037037037037
0,13,0.007824074074074074
0,14,0.008969907407407407
0,15,0.008969907407407407
1,16,0.04002314814814815
1,17,0.04199074074074074
1,18,0.04199074074074074
1,19,0.04236111111111111
1,20,0.04266203703703704
1,21,0.04266203703703704
1,22,0.043055555555555555
1,23,0.04341435185185185
1,24,0.04461805555555556
1,25,0.045
2,26,0.0575462962962963
2,27,0.0575462962962963
2,28,0.05832175925925926
2,29,0.058333333333333334
2,30,0.058333333333333334
2,31,0.058333333333333334
2,32,0.05865740740740741
2,33,0.05865740740740741
2,34,0.059097222222222225
2,35,0.059097222222222225
2,36,0.05949074074074074
2,37,0.05949074074074074
2,38,0.05949074074074074
2,39,0.05949074074074074
2,40,0.06008101851851852
2,4,0.06008101851851852
2,41,0.06008101851851852
2,42,0.060474537037037035
2,43,0.060474537037037035
2,44,0.060474537037037035
2,45,0.060474537037037035
2,46,0.060474537037037035
2,47,0.060474537037037035
2,48,0.06076388888888889
2,49,0.061168981481481484
2,50,0.061168981481481484
2,51,0.061168981481481484
2,52,0.06118055555555556
2,53,0.06118055555555556
2,54,0.06118055555555556
2,55,0.061585648148148146
2,56,0.061585648148148146
2,57,0.061585648148148146
2,58,0.061585648148148146
2,59,0.061875
2,60,0.06221064814814815
2,61,0.06221064814814815
2,62,0.06221064814814815
2,63,0.06221064814814815
2,64,0.06302083333333333
2,65,0.06302083333333333
2,66,0.06302083333333333
2,67,0.06302083333333333
2,68,0.06329861111111111
2,69,0.0636111111111111
2,70,0.0636111111111111
2,71,0.0636111111111111
2,72,0.06393518518518519
2,73,0.06393518518518519
2,74,0.06393518518518519
2,75,0.06393518518518519
2,76,0.06394675925925926
2,77,0.06424768518518519
2,78,0.06424768518518519
2,79,0.06424768518518519
2,80,0.06424768518518519
2,81,0.06461805555555555
2,82,0.06461805555555555
2,14,0.06461805555555555
2,83,0.06493055555555556
2,84,0.06493055555555556
2,85,0.06493055555555556
2,86,0.06518518518518518
2,87,0.06550925925925925
2,88,0.06550925925925925
2,89,0.06550925925925925
2,90,0.06550925925925925
2,91,0.06581018518518518
2,92,0.06581018518518518
2,93,0.06581018518518518
2,94,0.06608796296296296
2,95,0.06635416666666667
2,96,0.06663194444444444
2,97,0.06663194444444444
2,98,0.06663194444444444
2,99,0.06689814814814815
2,100,0.06690972222222222
2,101,0.06690972222222222
2,102,0.06690972222222222
2,103,0.06724537037037037
2,104,0.06724537037037037
2,105,0.06724537037037037
2,106,0.06725694444444444
2,107,0.06725694444444444
2,108,0.06761574074074074
2,109,0.06761574074074074
2,110,0.06761574074074074
2,111,0.06762731481481482
2,112,0.06762731481481482
1,113,0.49418981481481483
1,114,0.49418981481481483
1,115,0.49418981481481483
1,116,0.49547453703703703
1,11,0.49583333333333335
1,117,0.49583333333333335
1,118,0.49583333333333335
3,119,0.5737962962962962
3,1,0.5737962962962962
3,120,0.5756828703703704
